站号,站名,省名,纬度,经度,海拔高度,日照时数,日期
56033,玛多,青海,34.9167,98.2167,4272.30,8,2017/1/29 0:00:00
56034,清水河,青海,33.80,97.1333,4415.40,5.30,2017/1/29 0:00:00
56038,石渠,四川,32.9833,98.10,4200,8.40,2017/1/29 0:00:00
56043,玛沁,青海,34.4833,100.2333,3719,9.20,2017/1/29 0:00:00
56045,甘德,青海,33.9667,99.90,4050,8.20,2017/1/29 0:00:00
56046,达日,青海,33.75,99.65,3967.50,5.90,2017/1/29 0:00:00
56065,河南,青海,34.7333,101.60,3500,6,2017/1/29 0:00:00
56067,久治,青海,33.4333,101.4833,3628.50,9.20,2017/1/29 0:00:00
56071,碌曲,甘肃,34.5833,102.50,3105.70,8.40,2017/1/29 0:00:00
56074,玛曲,甘肃,34,102.0833,3471.40,9.70,2017/1/29 0:00:00
56079,若尔盖,四川,33.5833,102.9667,3441.40,7.80,2017/1/29 0:00:00
56080,合作,甘肃,35,102.90,2910,8.90,2017/1/29 0:00:00
56081,临潭,甘肃,34.70,103.35,2810.20,7.40,2017/1/29 0:00:00
56082,卓尼,甘肃,34.5833,103.50,2540.30,7.70,2017/1/29 0:00:00
56084,迭部,甘肃,34.0667,103.2333,2374.20,8.20,2017/1/29 0:00:00
56091,漳县,甘肃,34.85,104.4667,1883.30,5.70,2017/1/29 0:00:00
56092,陇西,甘肃,35,104.65,1728.20,8.30,2017/1/29 0:00:00
56093,岷县,甘肃,34.4333,104.0167,2315,7.50,2017/1/29 0:00:00
56094,舟曲,甘肃,33.7833,104.3667,1400,6.60,2017/1/29 0:00:00
56095,宕昌,甘肃,34.0333,104.3833,1753.20,7.60,2017/1/29 0:00:00
56096,武都,甘肃,33.40,104.9167,1079.10,8.10,2017/1/29 0:00:00
56097,九寨沟,四川,33.2667,104.25,1436.50,6.70,2017/1/29 0:00:00
56106,索县,西藏,31.8833,93.7833,4022.80,6.40,2017/1/29 0:00:00
56109,比如,西藏,31.4833,93.7833,3940,5.80,2017/1/29 0:00:00
56116,丁青,西藏,31.4167,95.60,3873.10,6.70,2017/1/29 0:00:00
56125,囊谦,青海,32.20,96.4667,3643.70,7.50,2017/1/29 0:00:00
56128,类乌齐,西藏,31.2167,96.60,3810,8.20,2017/1/29 0:00:00
56137,昌都,西藏,31.15,97.1667,3315,6.80,2017/1/29 0:00:00
56144,德格,四川,31.80,98.5833,3184,3.90,2017/1/29 0:00:00
56146,甘孜,四川,31.6167,100,3393.50,8.70,2017/1/29 0:00:00
56147,白玉,四川,31.2167,98.8333,3260,7,2017/1/29 0:00:00
56151,班玛,青海,32.9333,100.75,3530,7.30,2017/1/29 0:00:00
56152,色达,四川,32.2833,100.3333,3893.90,8.70,2017/1/29 0:00:00
56158,炉霍,四川,31.40,100.6667,3250,8.70,2017/1/29 0:00:00
56164,壤塘,四川,32.2667,100.9833,3284.80,7.40,2017/1/29 0:00:00
56167,道孚,四川,30.9833,101.1167,2957.20,7.90,2017/1/29 0:00:00
56168,金川,四川,31.4833,102.0667,2168.90,7.20,2017/1/29 0:00:00
56171,阿坝,四川,32.90,101.70,3275.10,6.50,2017/1/29 0:00:00
56172,马尔康,四川,31.90,102.2333,2664.40,7.50,2017/1/29 0:00:00
56173,红原,四川,32.80,102.55,3491.60,7.90,2017/1/29 0:00:00
56178,小金,四川,31,102.35,2438,3.40,2017/1/29 0:00:00
56180,茂县,四川,31.6833,103.85,1590.10,8,2017/1/29 0:00:00
56181,崇州,四川,30.6833,103.70,541.70,8.10,2017/1/29 0:00:00
56182,松潘,四川,32.6667,103.60,2881.30,7.50,2017/1/29 0:00:00
56183,汶川,四川,31.50,103.6167,1369,7,2017/1/29 0:00:00
56184,理县,四川,31.4333,103.1667,1896.70,3,2017/1/29 0:00:00
56185,黑水,四川,32.0833,102.9833,2400.10,7.20,2017/1/29 0:00:00
56186,绵竹,四川,31.3333,104.20,589,2.40,2017/1/29 0:00:00
56187,温江,四川,30.75,103.8667,547.70,7.20,2017/1/29 0:00:00
56188,都江堰,四川,31,103.6667,698.50,5.40,2017/1/29 0:00:00
56189,彭州,四川,30.9833,103.9333,581.70,7.70,2017/1/29 0:00:00
56190,安县,四川,31.55,104.55,519.40,6.30,2017/1/29 0:00:00
56192,文县,甘肃,32.95,104.6667,1014.30,7,2017/1/29 0:00:00
56193,平武,四川,32.4167,104.5167,893.20,7.90,2017/1/29 0:00:00
56194,北川,四川,31.6333,104.45,597.20,1.70,2017/1/29 0:00:00
56195,江油,四川,31.80,104.7333,543.10,0,2017/1/29 0:00:00
56196,绵阳,四川,31.45,104.7333,522.70,2.60,2017/1/29 0:00:00
56197,什邡,四川,31.15,104.1667,535.70,6.50,2017/1/29 0:00:00
56198,德阳,四川,31.3167,104.50,525.70,3.80,2017/1/29 0:00:00
56199,中江,四川,31.0333,104.6833,423.50,5.90,2017/1/29 0:00:00
56202,嘉黎,西藏,30.6667,93.2833,4488.80,8.60,2017/1/29 0:00:00
56223,洛隆,西藏,30.75,95.8333,3640,8.50,2017/1/29 0:00:00
56227,波密,西藏,29.8667,95.7667,2736,6.20,2017/1/29 0:00:00
56228,八宿,西藏,30.05,96.9167,3260,8.10,2017/1/29 0:00:00
56247,巴塘,四川,30,99.10,2589.20,8.40,2017/1/29 0:00:00
56251,新龙,四川,30.9333,100.3167,3000,6.20,2017/1/29 0:00:00
56257,理塘,四川,30,100.2667,3948.90,8.50,2017/1/29 0:00:00
56263,丹巴,四川,30.8833,101.8833,1949.70,6.20,2017/1/29 0:00:00
56267,雅江,四川,30.0333,101.0167,2600.90,5.50,2017/1/29 0:00:00
56272,郫县,四川,30.8167,103.8833,558.50,6.90,2017/1/29 0:00:00
56273,宝兴,四川,30.3833,102.8167,1009.70,4.60,2017/1/29 0:00:00
56276,新津,四川,30.45,103.8167,467,7.70,2017/1/29 0:00:00
56278,天全,四川,30.0667,102.7667,755.80,7.50,2017/1/29 0:00:00
56279,芦山,四川,30.15,102.9333,682.70,6.70,2017/1/29 0:00:00
56280,名山,四川,30.0833,103.1167,691.30,8,2017/1/29 0:00:00
56281,蒲江,四川,30.1833,103.50,510.80,7.90,2017/1/29 0:00:00
56284,邛崃,四川,30.45,103.4333,518.50,7.60,2017/1/29 0:00:00
56285,大邑,四川,30.60,103.5167,523.90,7.60,2017/1/29 0:00:00
56286,龙泉驿,四川,30.55,104.25,515.10,6.90,2017/1/29 0:00:00
56287,雅安,四川,29.9833,103,627.60,6.70,2017/1/29 0:00:00
56288,双流,四川,30.5833,103.9167,494.60,8.30,2017/1/29 0:00:00
56289,彭山,四川,30.20,103.8667,437,8.40,2017/1/29 0:00:00
56290,新都,四川,30.7833,104.1833,514.50,5.90,2017/1/29 0:00:00
56291,广汉,四川,30.9333,104.2833,469,6,2017/1/29 0:00:00
56295,简阳,四川,30.3833,104.55,448.50,7.90,2017/1/29 0:00:00
56296,金堂,四川,30.85,104.4333,448.40,7.50,2017/1/29 0:00:00
56297,仁寿,四川,30.0167,104.15,436.50,8.10,2017/1/29 0:00:00
56298,资阳,四川,30.1333,104.60,417,9.50,2017/1/29 0:00:00
56307,加查,西藏,29.15,92.5833,3260,9,2017/1/29 0:00:00
56312,林芝,西藏,29.6667,94.3333,2991.80,6.90,2017/1/29 0:00:00
56317,米林,西藏,29.2167,94.2167,2950,6.30,2017/1/29 0:00:00
56331,左贡,西藏,29.6667,97.8333,3780,6.70,2017/1/29 0:00:00
56342,芒康,西藏,29.6833,98.60,3870,9.40,2017/1/29 0:00:00
56357,稻城,四川,29.05,100.30,3727.70,8.30,2017/1/29 0:00:00
56371,泸定,四川,29.9167,102.2333,1321.20,7.30,2017/1/29 0:00:00
56373,荥经,四川,29.7833,102.85,763.20,7.40,2017/1/29 0:00:00
56374,康定,四川,30.05,101.9667,2615.70,6.80,2017/1/29 0:00:00
56376,汉源,四川,29.35,102.6333,1098,5.60,2017/1/29 0:00:00
56378,石棉,四川,29.2333,102.35,890.70,4.70,2017/1/29 0:00:00
56380,洪雅,四川,29.8833,103.35,571.20,7,2017/1/29 0:00:00
56381,丹棱,四川,30.0667,103.50,630.20,3.40,2017/1/29 0:00:00
56382,夹江,四川,29.7333,103.60,407.10,7.60,2017/1/29 0:00:00
56383,青神,四川,29.8333,103.8667,455.20,8,2017/1/29 0:00:00
56384,峨眉,四川,29.60,103.4833,446.70,8.20,2017/1/29 0:00:00
56385,峨眉山,四川,29.5167,103.3333,3047.40,9.20,2017/1/29 0:00:00
56386,乐山,四川,29.5667,103.75,424.20,8.80,2017/1/29 0:00:00
56387,峨边,四川,29.2333,103.2667,642.20,6.80,2017/1/29 0:00:00
56389,犍为,四川,29.20,103.95,387.60,7.70,2017/1/29 0:00:00
56390,井研,四川,29.6667,104.0667,404.40,8,2017/1/29 0:00:00
56391,眉山,四川,30.0833,103.8167,415.40,4.50,2017/1/29 0:00:00
56393,资中,四川,29.7667,104.85,369.40,7.70,2017/1/29 0:00:00
56394,荣县,四川,29.45,104.4333,384.10,8.50,2017/1/29 0:00:00
56395,威远,四川,29.5167,104.6667,351.10,7,2017/1/29 0:00:00
56396,自贡,四川,29.35,104.7667,352.60,9.60,2017/1/29 0:00:00
56399,富顺,四川,29.1833,104.9833,306.20,9,2017/1/29 0:00:00
56434,察隅,西藏,28.65,97.4667,2327.60,6.40,2017/1/29 0:00:00
56441,得荣,四川,28.7167,99.2833,2422.90,6.40,2017/1/29 0:00:00
56443,乡城,四川,28.9333,99.80,2842,7.30,2017/1/29 0:00:00
56444,德钦,云南,28.4833,98.9167,3319,7.20,2017/1/29 0:00:00
56459,木里,四川,27.9333,101.2667,2426.50,6.70,2017/1/29 0:00:00
56462,九龙,四川,29,101.50,2925,6.60,2017/1/29 0:00:00
56473,甘洛,四川,28.95,102.7667,1060.30,4.10,2017/1/29 0:00:00
56474,冕宁,四川,28.55,102.1667,1774,6.90,2017/1/29 0:00:00
56475,越西,四川,28.65,102.5167,1659.50,5.90,2017/1/29 0:00:00
56478,喜德,四川,28.30,102.4333,1818.10,8.60,2017/1/29 0:00:00
56479,昭觉,四川,28,102.85,2132.40,4.30,2017/1/29 0:00:00
56480,马边,四川,28.8167,103.5333,564.10,7.20,2017/1/29 0:00:00
56483,绥江,云南,28.5833,103.95,496.60,7.30,2017/1/29 0:00:00
56485,雷波,四川,28.2667,103.5833,1255.80,3.40,2017/1/29 0:00:00
56487,美姑,四川,28.3333,103.1333,1943.90,5.20,2017/1/29 0:00:00
56489,永善,云南,28.2333,103.6333,877.20,4,2017/1/29 0:00:00
56490,沐川,四川,28.95,103.90,424,7.80,2017/1/29 0:00:00
56491,宜宾县,四川,28.70,104.5667,287,7.60,2017/1/29 0:00:00
56492,宜宾,四川,28.80,104.60,340.80,8.60,2017/1/29 0:00:00
56493,南溪,四川,28.85,104.9667,292.80,8,2017/1/29 0:00:00
56494,屏山,四川,28.65,104.15,462,7.80,2017/1/29 0:00:00
56496,兴文,四川,28.3167,105.2333,358.20,0,2017/1/29 0:00:00
56497,盐津,云南,28.10,104.2333,448.80,3.60,2017/1/29 0:00:00
56498,筠连,四川,28.15,104.50,549,4.90,2017/1/29 0:00:00
56499,珙县,四川,28.3833,104.7833,368.20,2.70,2017/1/29 0:00:00
56533,贡山,云南,27.75,98.6667,1583.30,6.10,2017/1/29 0:00:00
56543,香格里拉,云南,27.8333,99.70,3276.70,9.90,2017/1/29 0:00:00
56548,维西,云南,27.1667,99.2833,2326.10,7.60,2017/1/29 0:00:00
56565,盐源,四川,27.4333,101.5167,2545,9.10,2017/1/29 0:00:00
56567,宁蒗,云南,27.30,100.85,2240.50,8.90,2017/1/29 0:00:00
56569,德昌,四川,27.4167,102.1833,1380,10,2017/1/29 0:00:00
56571,西昌,四川,27.90,102.2667,1590.90,8.70,2017/1/29 0:00:00
56575,普格,四川,27.3667,102.55,1428,8.80,2017/1/29 0:00:00
56578,宁南,四川,27.0667,102.75,993.60,9.10,2017/1/29 0:00:00
56580,布拖,四川,27.7167,102.80,2460,4.20,2017/1/29 0:00:00
56582,大关,云南,27.75,103.90,1176.20,1.90,2017/1/29 0:00:00
56584,金阳,四川,27.70,103.25,1093,1.20,2017/1/29 0:00:00
56585,鲁甸,云南,27.1833,103.5333,1916,2.40,2017/1/29 0:00:00
56586,昭通,云南,27.35,103.7167,1949.50,2.60,2017/1/29 0:00:00
56592,高县,四川,28.4333,104.5167,359.70,6.40,2017/1/29 0:00:00
56593,长宁,四川,28.5833,104.9167,279.10,6.30,2017/1/29 0:00:00
56594,彝良,云南,27.6333,104.05,880.40,3.90,2017/1/29 0:00:00
56595,镇雄,云南,27.4167,104.8667,1645.20,6,2017/1/29 0:00:00
56596,威信,云南,27.85,105.05,1177.20,3.30,2017/1/29 0:00:00
56598,赫章,贵州,27.1333,104.7333,1535.10,2.20,2017/1/29 0:00:00
56641,福贡,云南,26.90,98.8667,1189.70,6.80,2017/1/29 0:00:00
56643,六库,云南,25.8667,98.85,949.90,8.40,2017/1/29 0:00:00
56645,兰坪,云南,26.4167,99.4167,2344.90,9.10,2017/1/29 0:00:00
56646,剑川,云南,26.5333,99.9167,2191.40,9.90,2017/1/29 0:00:00
56649,洱源,云南,26.10,99.9667,2059.90,9.60,2017/1/29 0:00:00
56651,丽江,云南,26.85,100.2167,2380.90,10,2017/1/29 0:00:00
56652,永胜,云南,26.6833,100.75,2130.50,9.20,2017/1/29 0:00:00
56654,鹤庆,云南,26.5833,100.1833,2195.40,9.60,2017/1/29 0:00:00
56664,华坪,云南,26.6333,101.2667,1230.80,9.50,2017/1/29 0:00:00
56665,盐边,四川,26.6833,101.85,1140.30,9.20,2017/1/29 0:00:00
56666,攀枝花,四川,26.5833,101.7167,1224.80,9.60,2017/1/29 0:00:00
56669,永仁,云南,26.05,101.6667,1531.30,7.80,2017/1/29 0:00:00
56670,米易,四川,26.9167,102.1167,1136.90,9.10,2017/1/29 0:00:00
56671,会理,四川,26.65,102.25,1787.30,9.70,2017/1/29 0:00:00
56673,巧家,云南,26.9167,102.9167,893.90,8.50,2017/1/29 0:00:00
56674,仁和,四川,26.50,101.7333,1108,8.80,2017/1/29 0:00:00
56675,会东,四川,26.65,102.5833,1694.50,9.50,2017/1/29 0:00:00
56684,会泽,云南,26.4167,103.2833,2110.50,9.60,2017/1/29 0:00:00
56688,东川,云南,26.10,103.1667,1254.10,8.70,2017/1/29 0:00:00
56691,威宁,贵州,26.8667,104.2833,2237.50,0.40,2017/1/29 0:00:00
56693,水城,贵州,26.5833,104.8667,1815.90,0,2017/1/29 0:00:00
56697,宣威,云南,26.2167,104.0833,1984.20,7.80,2017/1/29 0:00:00
56739,腾冲,云南,25.0167,98.50,1654.60,9.80,2017/1/29 0:00:00
56742,云龙,云南,25.90,99.3667,1658.50,8.30,2017/1/29 0:00:00
56745,漾濞,云南,25.6833,99.95,1626.10,8.90,2017/1/29 0:00:00
56746,永平,云南,25.4667,99.5167,1616.70,9.30,2017/1/29 0:00:00
56748,保山,云南,25.1167,99.1833,1652.20,9.60,2017/1/29 0:00:00
56751,大理,云南,25.70,100.1833,1990.50,8.80,2017/1/29 0:00:00
56752,宾川,云南,25.8333,100.5667,1438.70,9.30,2017/1/29 0:00:00
56755,弥渡,云南,25.35,100.4833,1668.50,9.60,2017/1/29 0:00:00
56756,祥云,云南,25.4833,100.5833,1992.90,9.30,2017/1/29 0:00:00
56757,巍山,云南,25.2667,100.2833,1742.10,9.40,2017/1/29 0:00:00
56761,大姚,云南,25.7167,101.3167,1878.10,9.70,2017/1/29 0:00:00
56763,元谋,云南,25.7333,101.8667,1120.60,8.50,2017/1/29 0:00:00
56764,姚安,云南,25.5333,101.2333,1873.50,9.50,2017/1/29 0:00:00
56766,牟定,云南,25.30,101.5167,1822,9.60,2017/1/29 0:00:00
56767,南华,云南,25.1833,101.2833,1857.40,9.70,2017/1/29 0:00:00
56768,楚雄,云南,25.0333,101.55,1824.10,8.90,2017/1/29 0:00:00
56772,富民,云南,25.2333,102.50,1692.70,10,2017/1/29 0:00:00
56774,武定,云南,25.5333,102.4167,1710.70,9.80,2017/1/29 0:00:00
56775,禄劝,云南,25.55,102.45,1750.90,9,2017/1/29 0:00:00
56777,禄丰,云南,25.15,102.0667,1566.10,8.60,2017/1/29 0:00:00
56778,昆明,云南,25,102.65,1888.10,10.30,2017/1/29 0:00:00
56781,寻甸,云南,25.55,103.2667,1873.20,9.30,2017/1/29 0:00:00
56782,马龙,云南,25.4167,103.55,2067.10,9.80,2017/1/29 0:00:00
56783,曲靖,云南,25.50,103.80,1906.20,8.70,2017/1/29 0:00:00
56785,嵩明,云南,25.35,103.0833,1915.70,9.70,2017/1/29 0:00:00
56786,沾益,云南,25.5833,103.8333,1898.70,8.90,2017/1/29 0:00:00
56788,陆良,云南,24.9833,103.6167,1857.60,9.50,2017/1/29 0:00:00
56790,富源,云南,25.6833,104.25,1925.80,6.60,2017/1/29 0:00:00
56792,普安,贵州,25.7833,104.9667,1649.40,0.90,2017/1/29 0:00:00
56793,盘县,贵州,25.7167,104.4667,1800,4.90,2017/1/29 0:00:00
56835,陇川,云南,24.0667,97.8167,959.10,8.90,2017/1/29 0:00:00
56836,盈江,云南,24.70,97.95,826.70,9.20,2017/1/29 0:00:00
56838,瑞丽,云南,24,97.85,762.90,7.60,2017/1/29 0:00:00
56839,镇康,云南,23.7667,98.8167,995.30,8.20,2017/1/29 0:00:00
56840,粱河,云南,24.8167,98.30,1012.90,8.50,2017/1/29 0:00:00
56841,龙陵,云南,24.60,98.6833,1528,7.60,2017/1/29 0:00:00
56842,施甸,云南,24.7333,99.1833,1471.20,7.10,2017/1/29 0:00:00
56843,昌宁,云南,24.8333,99.6167,1650.60,8.70,2017/1/29 0:00:00
56844,芒市,云南,24.4333,98.5833,913.80,9.50,2017/1/29 0:00:00
56846,凤庆,云南,24.5833,99.9333,1569,5.40,2017/1/29 0:00:00
56849,永德,云南,24.0333,99.2333,1606.20,9.10,2017/1/29 0:00:00
56851,南涧,云南,25.0333,100.5167,1377.20,8.70,2017/1/29 0:00:00
56854,云县,云南,24.45,100.1333,1108.60,9.40,2017/1/29 0:00:00
56856,景东,云南,24.4667,100.8667,1162.30,9.40,2017/1/29 0:00:00
56862,双柏,云南,24.6833,101.60,1968.10,9.80,2017/1/29 0:00:00
56863,安宁,云南,24.9333,102.4833,1848,10,2017/1/29 0:00:00
56867,镇沅,云南,23.9833,101.1167,1105.40,5.60,2017/1/29 0:00:00
56869,新平,云南,24.0667,101.9667,1497.50,9.90,2017/1/29 0:00:00
56870,易门,云南,24.6667,102.1667,1575.90,8.50,2017/1/29 0:00:00
56871,晋宁,云南,24.65,102.60,1893.10,9.90,2017/1/29 0:00:00
56872,太华山,云南,24.95,102.6167,2358.30,9.50,2017/1/29 0:00:00
56873,澄江,云南,24.6833,102.9167,1796.30,9.60,2017/1/29 0:00:00
56875,玉溪,云南,24.3333,102.55,1716.90,9.80,2017/1/29 0:00:00
56876,江川,云南,24.2833,102.7667,1731.10,9.70,2017/1/29 0:00:00
56878,通海,云南,24.1333,102.75,1801.80,9.60,2017/1/29 0:00:00
56879,华宁,云南,24.1833,102.9167,1702.60,10,2017/1/29 0:00:00
56880,宜良,云南,24.9167,103.1667,1532.50,10.10,2017/1/29 0:00:00
56881,石林,云南,24.75,103.2667,1695.80,9.20,2017/1/29 0:00:00
56882,呈贡,云南,24.8833,102.80,1906.60,8.60,2017/1/29 0:00:00
56883,师宗,云南,24.8167,103.9833,1900.90,8.90,2017/1/29 0:00:00
56885,弥勒,云南,24.40,103.45,1415.50,9.50,2017/1/29 0:00:00
56886,泸西,云南,24.5333,103.7667,1704.30,9.80,2017/1/29 0:00:00
56889,丘北,云南,24.05,104.1667,1518.70,10,2017/1/29 0:00:00
56891,罗平,云南,24.9833,104.3167,1482.70,8.50,2017/1/29 0:00:00
56898,峨山,云南,24.1833,102.40,1600,9.40,2017/1/29 0:00:00
56944,沧源,云南,23.15,99.2667,1278.30,4.20,2017/1/29 0:00:00
56946,耿马,云南,23.55,99.40,1104.90,6.50,2017/1/29 0:00:00
56948,西盟,云南,22.6333,99.60,1155,9.10,2017/1/29 0:00:00
56949,孟连,云南,22.3167,99.60,945,6.90,2017/1/29 0:00:00
56950,双江,云南,23.4667,99.80,1044.10,9.80,2017/1/29 0:00:00
56951,临沧,云南,23.8833,100.0833,1502.40,9.20,2017/1/29 0:00:00
56952,景谷,云南,23.50,100.70,913.20,6.60,2017/1/29 0:00:00
56954,澜沧,云南,22.5667,99.9333,1054.80,7.50,2017/1/29 0:00:00
56958,勐海,云南,21.9167,100.4167,1176.30,9,2017/1/29 0:00:00
56959,景洪,云南,22,100.7833,582,9.20,2017/1/29 0:00:00
56961,宁洱,云南,23.0333,101.05,1336.90,7.90,2017/1/29 0:00:00
56962,墨江,云南,23.4167,101.6667,1314.60,10.10,2017/1/29 0:00:00
56964,思茅,云南,22.7833,100.9667,1302.10,9.70,2017/1/29 0:00:00
56966,元江,云南,23.60,101.9833,400.90,9.80,2017/1/29 0:00:00
56969,勐腊,云南,21.4667,101.5833,633.40,5.90,2017/1/29 0:00:00
56970,石屏,云南,23.70,102.4833,1419.30,8.50,2017/1/29 0:00:00
56973,建水,云南,23.6167,102.8333,1309.30,9.40,2017/1/29 0:00:00
56975,红河,云南,23.3667,102.4333,974.50,9.60,2017/1/29 0:00:00
56976,元阳,云南,23.2333,102.8333,232,7.50,2017/1/29 0:00:00
56977,江城,云南,22.5833,101.85,1120.50,8.40,2017/1/29 0:00:00
56978,绿春,云南,23,102.4167,1642.80,10.20,2017/1/29 0:00:00
56982,开远,云南,23.70,103.2833,1117,9.80,2017/1/29 0:00:00
56984,个旧,云南,23.3833,103.15,1720.50,9.40,2017/1/29 0:00:00
56985,蒙自,云南,23.3833,103.3833,1300.70,10.20,2017/1/29 0:00:00
56986,屏边,云南,22.9833,103.6833,1414.10,8,2017/1/29 0:00:00
56987,金平,云南,22.7833,103.2333,1260,9.40,2017/1/29 0:00:00
56989,河口,云南,22.50,103.95,137.80,6,2017/1/29 0:00:00
56991,砚山,云南,23.6167,104.3333,1561.10,8.90,2017/1/29 0:00:00
56992,西畴,云南,23.45,104.70,1507.50,8.30,2017/1/29 0:00:00
56994,文山,云南,23.3333,104.2833,1293.50,9.60,2017/1/29 0:00:00
56995,马关,云南,23.0333,104.4167,1332.90,9,2017/1/29 0:00:00
56996,麻栗坡,云南,23.1333,104.70,1093.40,7,2017/1/29 0:00:00
57001,甘谷,甘肃,34.75,105.3333,1271.90,8.20,2017/1/29 0:00:00
57002,秦安,甘肃,34.85,105.65,1216.10,8.90,2017/1/29 0:00:00
57003,陇县,陕西,34.90,106.8333,924.20,8.80,2017/1/29 0:00:00
57004,武山,甘肃,34.7333,104.8833,1495.40,7.20,2017/1/29 0:00:00
57006,天水,甘肃,34.5833,105.75,1141.60,8.60,2017/1/29 0:00:00
57007,礼县,甘肃,34.1833,105.1833,1404.60,8,2017/1/29 0:00:00
57008,西和,甘肃,34.0333,105.30,1579,8.60,2017/1/29 0:00:00
57011,清水,甘肃,34.75,106.15,1378.20,8.90,2017/1/29 0:00:00
57012,张家川,甘肃,34.9833,106.20,1664.50,8.70,2017/1/29 0:00:00
57014,麦积,甘肃,34.5667,105.8667,1085.20,8.40,2017/1/29 0:00:00
57016,宝鸡,陕西,34.35,107.1333,612.40,8.20,2017/1/29 0:00:00
57020,宝鸡县,陕西,34.3667,107.40,563,8.60,2017/1/29 0:00:00
57021,千阳,陕西,34.65,107.1333,751.60,8.30,2017/1/29 0:00:00
57022,麟游,陕西,34.6833,107.7833,1026.30,8.40,2017/1/29 0:00:00
57023,彬县,陕西,35.0333,108.10,840.70,8.80,2017/1/29 0:00:00
57024,岐山,陕西,34.45,107.65,669.60,8,2017/1/29 0:00:00
57025,凤翔,陕西,34.5167,107.3833,781.10,9.10,2017/1/29 0:00:00
57026,扶风,陕西,34.3667,107.8833,585.90,8.20,2017/1/29 0:00:00
57027,眉县,陕西,34.2667,107.7333,517.60,7.20,2017/1/29 0:00:00
57028,太白,陕西,34.0333,107.3167,1543.60,8.40,2017/1/29 0:00:00
57029,礼泉,陕西,34.50,108.4833,543.20,4.60,2017/1/29 0:00:00
57030,永寿,陕西,34.70,108.15,994.60,7.70,2017/1/29 0:00:00
57031,淳化,陕西,34.8167,108.55,1012.70,7.70,2017/1/29 0:00:00
57032,周至,陕西,34.1333,108.20,436,8.50,2017/1/29 0:00:00
57033,泾阳,陕西,34.55,108.8167,428.10,7.70,2017/1/29 0:00:00
57034,武功,陕西,34.25,108.2167,447.80,7.60,2017/1/29 0:00:00
57035,乾县,陕西,34.55,108.2333,636.80,7.80,2017/1/29 0:00:00
57037,耀县,陕西,34.9333,108.9833,710,8.70,2017/1/29 0:00:00
57038,兴平,陕西,34.2833,108.45,410.90,7.40,2017/1/29 0:00:00
57039,长安,陕西,34.0833,108.8833,445,8.20,2017/1/29 0:00:00
57040,高陵,陕西,34.5167,109.0833,377.60,8.10,2017/1/29 0:00:00
57041,三原,陕西,34.6333,108.9167,424,7.80,2017/1/29 0:00:00
57042,富平,陕西,34.7833,109.1833,470.90,8.70,2017/1/29 0:00:00
57043,大荔,陕西,34.80,109.9667,351.40,8,2017/1/29 0:00:00
57044,临潼,陕西,34.40,109.2333,424.50,7.60,2017/1/29 0:00:00
57045,渭南,陕西,34.5167,109.4833,349.80,8.30,2017/1/29 0:00:00
57046,华山,陕西,34.4833,110.0833,2064.90,7.80,2017/1/29 0:00:00
57047,蓝田,陕西,34.1667,109.3167,540.20,8.40,2017/1/29 0:00:00
57048,秦都,陕西,34.40,108.7167,472.80,7.70,2017/1/29 0:00:00
57049,华县,陕西,34.5167,109.7333,341.50,7.30,2017/1/29 0:00:00
57051,三门峡,河南,34.80,111.20,409.90,6.10,2017/1/29 0:00:00
57052,永济,山西,34.8833,110.45,354.10,7.50,2017/1/29 0:00:00
57053,芮城,山西,34.70,110.7167,505.70,6.50,2017/1/29 0:00:00
57054,潼关,陕西,34.55,110.2333,556.30,7.50,2017/1/29 0:00:00
57055,华阴,陕西,34.55,110.0833,351.30,8.10,2017/1/29 0:00:00
57056,灵宝,河南,34.5333,110.8833,390.40,7,2017/1/29 0:00:00
57057,洛南,陕西,34.10,110.15,963.40,0,2017/1/29 0:00:00
57060,夏县,山西,35.1667,111.2333,402.90,6.10,2017/1/29 0:00:00
57061,平陆,山西,34.8333,111.20,410.70,6.20,2017/1/29 0:00:00
57063,渑池,河南,34.7667,111.7667,523.60,6.80,2017/1/29 0:00:00
57065,宜阳,河南,34.55,112.1333,317.50,4.90,2017/1/29 0:00:00
57066,洛宁,河南,34.3833,111.6667,328.30,8.50,2017/1/29 0:00:00
57067,卢氏,河南,34.05,111.0333,568.80,5.90,2017/1/29 0:00:00
57070,新安,河南,34.7333,112.1167,364,0,2017/1/29 0:00:00
57071,孟津,河南,34.8167,112.4333,333.30,0,2017/1/29 0:00:00
57072,孟州,河南,34.9167,112.75,127.50,0,2017/1/29 0:00:00
57074,伊川,河南,34.4167,112.40,252.20,1.70,2017/1/29 0:00:00
57075,汝州,河南,34.1667,112.8667,203.10,0,2017/1/29 0:00:00
57076,偃师,河南,34.7333,112.7833,189.50,0,2017/1/29 0:00:00
57077,栾川,河南,33.7833,111.65,742.40,5.40,2017/1/29 0:00:00
57078,汝阳,河南,34.15,112.4667,336.50,4.70,2017/1/29 0:00:00
57079,温县,河南,34.95,113.0333,106.40,0,2017/1/29 0:00:00
57080,巩义,河南,34.7333,112.9667,165.20,0,2017/1/29 0:00:00
57081,荥阳,河南,34.80,113.4333,140.90,0,2017/1/29 0:00:00
57082,登封,河南,34.4667,113.0167,427.10,0,2017/1/29 0:00:00
